"Data Source","World Development Indicators",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Estonia","EST","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7300033569336","","","","","","","","","","","99.7699966430664","","","","","","","","","","","99.8899993896484","","","","","","","","","","","","","",
"Ethiopia","ETH","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0100002288818","","","","","","","","","","35.9000015258789","","","39","","","","","","48.3512310895047","","","47.4900016784668","","","55.0499992370605","","54.8861260079206","60.4599990844727","","",
"European Union","EUU","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","57.7731094360352","58.3039703369141","58.8271408081055","59.2153816223145","59.7372703552246","59.9956817626953","60.1892318725586","60.4353904724121","61.0138893127441","61.5100898742676","61.8829002380371","62.4726982116699","63.1097984313965","63.5670318603516","61.8077583312988","62.3210182189941","62.7977905273438","63.031421661377","63.617488861084","63.8465805053711","62.6277809143066","62.2588195800781","62.6558685302734","63.0782890319824","63.2240791320801","64.5697021484375","64.8218536376953","65.4782028198242","66.0120162963867","66.430549621582","66.9035263061523","67.6090316772461","67.4211502075195","67.2147674560547","67.1063995361328","67.1866683959961","67.3155517578125","67.4712677001953","67.578010559082",
"Finland","FIN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.2300033569336","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.8600006103516","","","",
"United Kingdom","GBR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6500015258789","","","","","","","","","","","","99.5899963378906","","","99.3600006103516","99.6500015258789","99.9020818812072","99.9403171161963","99.9656063568431","99.5699996948242","99.5599975585938","99.6800003051758",
"Ghana","GHA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.9000015258789","","","","","","","","","","71.5","","","","","60.2198906165104","","64.4899978637695","","","","76.4899978637695","","","",
"Gibraltar","GIB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5499992370606","","","","","","","29.7000007629394","","","","","","","25.3099994659424","","","","32","","","","39.6199989318848","","","","","","",
"Gambia, The","GMB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8199996948242","","","","","","","","","","","","","","","50.7799987792969","","","53.1599998474121","","","51.6399993896484","","","",
"Guinea-Bissau","GNB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","19.9599990844727","","","","","","","","","","","","","","","","","","","","","41.3600006103516","","","","","","","","","","","","","","","","","","","54.8800010681152","","","63.9300003051758","","",
"Equatorial Guinea","GNQ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.3099975585938","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","90.5100021362305","","","","","","","","","","92.6100006103516","","","","","","","","","","95.9899978637695","","","","","","","","93.9100036621094","","","","","","","","","","","","","","","",
"Grenada","GRD","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","97.7900009155273","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.2099990844727","","","","","","","","69.0999984741211","","","","","","","","","","78.2600021362305","77.0400009155273","81.2900009155273","80.1999969482422","","","80.8099975585938","","","","83.0299987792969","83.0440590538501","82.1100006103516",
"Guam","GUM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","96.4199981689453","","","","","","","","","","99.370002746582","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.6399993896484","","","","",
"High income","HIC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.7096099853516","","","","",
"Hong Kong SAR, China","HKG","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.0100021362305","","","","","","83.5899963378906","","","84.7600021362305","85.120002746582","85.3600006103516","85.4599990844727","87.1999969482422","87.9100036621094","88.9899978637695","","87.2099990844727","88.5100021362305","","","88.2764147235016","87.0899963378906","88.25",
"Heavily indebted poor countries (HIPC)","HPC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","43.6608390808105","44.2924194335938","44.7148399353027","45.2629203796387","45.8138809204102","46.1835708618164","46.448299407959","46.8410911560059","47.2511100769043","47.5431289672852","47.9938507080078","48.6342010498047","49.1041984558105","49.9161491394043","50.9117317199707","51.7259902954102","52.454231262207","52.9888496398926","53.5322418212891","53.7808799743652","52.1244888305664","53.5172004699707","53.8227310180664","54.0378112792969","55.0602111816406","57.2868690490723","58.6742401123047","59.7403411865234","60.2669792175293","60.8520889282227","61.4616203308105","62.5792503356934","64.5372924804688","64.711311340332","64.9592514038086","65.4221801757812","65.8665466308594","66.2968826293945","66.6336364746094",
"Croatia","HRV","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.6999969482422","","","","","","","","","","98.1500015258789","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","34.7299995422363","","","","","","","","","","","","","","","","","","","","","58.7400016784668","","","","","","","","","74.0273206930105","","","","","68.0100021362305","","","","","","","",
"Hungary","HUN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","98.8600006103516","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","61.2832298278809","61.4756317138672","61.8540802001953","62.690071105957","63.566780090332","64.3851318359375","65.1800231933594","65.9480209350586","66.6891784667969","67.5685806274414","68.3304977416992","69.0458221435547","69.8873291015625","72.0157318115234","72.6483001708984","73.3314514160156","73.9819030761719","74.6343688964844","75.2460174560547","75.8652725219727","76.5123291015625","77.1229019165039","80.0895004272461","81.7806701660156","82.2623062133789","82.7865371704102","83.106086730957","83.5121231079102","84.0967864990234","84.4965286254883","84.5345993041992","84.8185729980469","85.7009124755859","86.165771484375","86.6197509765625","87.1594924926758","87.4475784301758","87.8042984008789","88.0483932495117","88.4101715087891","88.6911697387695","88.8677368164062","89.0595092773438","89.2863998413086","89.3428497314453","89.6384582519531","89.8589096069336","90.1709823608398","90.4358825683594","90.6948623657227",
"IDA & IBRD total","IBT","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","58.4659805297852","58.6401214599609","58.9976005554199","59.7411613464355","60.5212097167969","61.2501182556152","61.9596481323242","62.6516304016113","63.3228492736816","64.119499206543","64.8184432983398","65.4759216308594","66.2686080932617","68.1876602172852","68.804328918457","69.4724578857422","70.0386505126953","70.6597366333008","71.2535629272461","71.8262023925781","72.401481628418","72.9546279907227","75.4651336669922","77.0169525146484","77.4905166625977","77.7793197631836","78.1483764648438","78.5750427246094","79.1623611450195","79.5674514770508","79.577766418457","79.5237274169922","80.216438293457","80.6417465209961","81.0384292602539","81.7624969482422","82.1650772094727","82.405143737793","82.7761917114258","83.1609878540039","83.6365737915039","84.027458190918","84.2530364990234","84.6161499023438","84.6522598266602","84.886962890625","85.0993804931641","85.3785705566406","85.60888671875","85.8209686279297",
"IDA total","IDA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","44.8835182189941","45.1474685668945","45.4425392150879","45.7486686706543","46.1132888793945","46.4835205078125","46.8390083312988","47.3768005371094","48.2029418945312","48.736629486084","49.326301574707","49.775821685791","50.5891189575195","51.4650115966797","52.1868515014648","52.8591804504395","53.4943618774414","54.2119293212891","55.4797515869141","56.302188873291","55.921329498291","56.6604499816895","57.384838104248","58.1845588684082","58.8160705566406","58.9135208129883","57.6603889465332","57.854419708252","58.4297218322754","58.8841094970703","60.6250610351562","61.6875991821289","61.7576599121094","62.88037109375","63.5105895996094","64.9233703613281","66.3155670166016","66.9097518920898","67.9991912841797","68.2113571166992","68.484977722168","68.9362411499023","69.3554229736328","69.7270431518555","70.0536499023438",
"IDA blend","IDB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","47.018180847168","47.3030281066895","47.6063995361328","47.9001502990723","48.241268157959","48.5778884887695","48.9322319030762","49.6136093139648","50.3041000366211","50.8759918212891","51.5869483947754","52.1673316955566","53.8175888061523","55.5013809204102","56.2016792297363","56.5233306884766","57.3153800964355","58.088508605957","58.8309783935547","59.6169281005859","57.3917808532715","58.1937294006348","58.9518013000488","60.0833892822266","60.7952919006348","60.3481216430664","61.0397911071777","59.5759201049805","60.526969909668","60.7592010498047","61.2297401428223","61.4207496643066","62.6186904907227","62.5083618164062","63.401050567627","64.1265029907227","64.8518371582031","65.0588836669922","67.4336471557617","67.5158996582031","67.8718109130859","68.2061920166016","68.5359191894531","68.8631820678711","69.1912078857422",
"Indonesia","IDN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","67.3099975585938","","","","","","","","","","81.5199966430664","","","","","","","","","","","","","","90.379997253418","","91.9800033569336","","92.1900024414062","92.5800018310547","92.3199996948242","92.8099975585938","","","95.120002746582","95.2200012207031","95.379997253418","","95.6600036621094","","96","","","","",
"IDA only","IDX","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","43.6972999572754","43.9823989868164","44.288990020752","44.6821517944336","45.087100982666","45.4619407653809","45.9419593811035","46.8492813110352","47.3788604736328","47.9199981689453","48.3089218139648","48.6951904296875","49.1705589294434","49.9170799255371","50.5967903137207","51.1481094360352","51.8239097595215","53.3423805236816","54.1768684387207","55.0482482910156","55.7516212463379","56.4565086364746","57.0824813842773","57.6720695495605","58.0657501220703","55.8321189880371","56.9075317382812","57.282600402832","57.4935417175293","59.873779296875","61.3823204040527","60.853931427002","62.6167907714844","63.1221084594727","64.883171081543","66.6103897094727","67.4069290161133","68.8277282714844","69.0902481079102","69.3044128417969","69.7954864501953","70.242057800293","70.6173782348633","70.9236297607422",
"Isle of Man","IMN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","40.7599983215332","","","","","","","","","","48.2200012207031","","","","","","","","","","61.0099983215332","","","","","62.75","","","","68.3354718669705","69.3000030517578","69.8350587234791","","","","","","73.6975430256976","74.9084268267486","75.5437727049002","76.0715766188242","76.3199996948242","81.6999969482422","",
"Not classified","INX","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","36.5200004577637","","","","","","","","","","52.3199996948242","","","","","65.5299987792969","","","","","73.0599975585938","","","","","","77","","","82.4400024414062","82.3300018310547","","82.9599990844727","83.2214822879675","83.6643491892657","83.5199966430664","83.629997253418","84.629997253418","84.7099990844727","85.2832494703047","85.5400009155273","85.9467259623201","86.8687468655024","87.3787031852537","87.9027874156509","88.4554880174224","88.5939994931719","88.9233339833467","",
"Iraq","IRQ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.0500030517578","","","","","","","","","","","","77.1999969482422","","82.1999969482422","","83.3000030517578","85.5999984741211","","","","84.0588635813164","","","",
"Iceland","ISL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","91.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","96.4599990844727","","","","","","","","","","","","","","","","","","","","98.4199981689453","","","","","","","","","","98.8499984741211","","","","","","","","99.3499984741211","","","","","",
"Jamaica","JAM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.9199981689453","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","66.8000030517578","","","","","","","","","","","","","","","","","","","","","","","","89.8899993896484","","91.129997253418","","92.1999969482422","","","92.5500030517578","95.9000015258789","97.8899993896484","","","","","","95.4300003051758","","","","","94.8499984741211","",
"Japan","JPN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.5299987792969","","","","","","","","","","99.5100021362305","","","","","","","","","","99.7300033569336","","","","","","","","","","","","","","","",
"Kenya","KEN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.2300033569336","","","","","","","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.6999969482422","","","","","","","","","","99.2399978637695","","","","","","","","","","","","","","","",
"Cambodia","KHM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.3399963378906","","","","","","73.6100006103516","","","","76.870002746582","76.1399993896484","","","","79.6500015258789","78.0599975585938","80.5299987792969","","","","87.6600036621094","82.5991675957413","71.9300003051758","","","",
"Kiribati","KIR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.9599990844727","","98.6322966077083","","","","",
"St. Kitts and Nevis","KNA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.9700012207031","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","59.560001373291","","","","","67.5199966430664","","","","","74.4899978637695","","","","","","","","","","78.4000015258789","","","","","","","","","","93.2699966430664","93.2799987792969","93.6600036621094","93.9000015258789","","94.4700012207031","","95.5100021362305","95.5899963378906","","95.6900024414062","","96.0400009155273","96.0599975585938","","96.4599990844727","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","77.2909317016602","77.3096694946289","77.7414398193359","78.1939926147461","78.6628570556641","79.0800399780273","79.4476089477539","79.8691329956055","80.2644500732422","80.6499099731445","81.0239334106445","81.3879165649414","81.7424087524414","82.0486297607422","82.4667587280273","82.8740921020508","83.2037811279297","83.9162521362305","84.6299514770508","85.3311233520508","86.0186920166016","86.6966094970703","87.1025238037109","87.3879699707031","87.7473373413086","88.0949478149414","88.4064331054688","88.5974731445312","88.8926315307617","89.6552505493164","89.9473114013672","89.9068603515625","90.0633392333984","90.8891830444336","91.2085876464844","91.4112091064453","91.3596496582031","92.1896667480469","92.5167770385742","92.5058288574219","92.9755935668945","93.1086120605469","93.5648193359375","93.6074523925781","93.8078765869141","93.9928588867188","94.0513763427734","94.2406768798828","94.4349365234375","94.5834732055664","94.7141189575195",
"Lao PDR","LAO","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.25","","","","","69.5800018310547","68.7300033569336","","","","72.6999969482422","","","","","","","","","","84.6600036621094","","73.7200012207031","","","","","","75.6399993896484","",
"Lebanon","LBN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.6100006103516","","91.1800003051758","","","","","","","","","92.6699981689453","92.0144800114203","","","","","",
"Liberia","LBR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","32.1100006103516","","","","","","","","","","","","","","","","","","","","","","","","","","59.4035765513495","","","","","","","","","","","","","","",
"Libya","LBY","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","60.1599998474121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","78.1298980712891","78.1483383178711","78.5484237670898","78.9870529174805","79.4490814208984","79.8623886108398","80.2284164428711","80.6421127319336","81.029541015625","81.409049987793","81.7769775390625","82.1349182128906","82.4832763671875","82.7759170532227","83.2311706542969","83.6533279418945","83.9731674194336","84.6458969116211","85.3182601928711","85.9778671264648","86.6240386962891","87.2602233886719","87.6485977172852","87.9306335449219","88.2934265136719","88.6212463378906","88.9215621948242","89.1123962402344","89.3966674804688","90.0961074829102","90.3774490356445","90.3596725463867","90.5712509155273","91.4073867797852","91.7106323242188","91.8976135253906","91.8159408569336","92.524299621582","92.8322525024414","92.813232421875","93.3079681396484","93.4505004882812","93.8910827636719","93.9181289672852","94.10302734375","94.2708282470703","94.3258209228516","94.5019378662109","94.6840972900391","94.8254928588867","94.9511108398438",
"Least developed countries: UN classification","LDC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","40.4466705322266","40.7340316772461","41.0412483215332","41.4249305725098","41.8188285827637","42.1774406433105","42.6547317504883","43.6151695251465","44.1498603820801","44.7001495361328","45.1116485595703","45.4849090576172","45.9636497497559","46.7598991394043","47.7095985412598","48.2521514892578","48.9334411621094","50.5854797363281","51.4654197692871","52.0835113525391","52.8083801269531","53.5451507568359","54.2064781188965","54.8368797302246","55.2350692749023","52.6874504089355","53.6551399230957","53.9814186096191","54.6069412231445","57.0843200683594","58.7729911804199","58.1819915771484","60.2077598571777","60.8007202148438","62.7312889099121","64.6036071777344","65.4944686889648","65.9546737670898","66.2221832275391","66.4538269042969","67.0295181274414","67.5506820678711","67.9737167358398","68.3231201171875",
"Low income","LIC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.4849014282227","46.9127883911133","47.416088104248","47.6960906982422","47.8176193237305","48.0848503112793","48.3397483825684","48.8223991394043","49.157039642334","49.7729988098145","50.4445610046387","51.0080299377441","51.4311294555664","52.0742301940918","52.7180290222168","53.1414413452148","53.6084785461426","54.0197410583496","52.1749610900879","53.3913192749023","54.2475509643555","54.771598815918","55.2688789367676","57.4909515380859","57.9793586730957","58.901439666748","59.0339393615723","59.7028694152832","60.364818572998","61.4165000915527","61.7209205627441","61.744499206543","61.8823585510254","62.3337516784668","62.7703094482422","63.2088813781738","63.5693016052246",
"Liechtenstein","LIE","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","86.7799987792969","","","","","","","","","","","","","","","","","","","","90.6800003051758","","","","","90.8099975585938","","90.5599975585938","","91.1800003051758","","","","92.5463947764283","92.5661321359863","92.3899993896484","91.9000015258789","91.7099990844727","92.25","92.379997253418","92.4300003051758","92.4899978637695","92.6600036621094","",
"Lower middle income","LMC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","43.7314109802246","43.8262405395508","44.3927307128906","44.9742088317871","45.5429000854492","46.1021194458008","46.6471405029297","47.228099822998","47.731990814209","48.3430595397949","48.9524002075195","49.4873695373535","50.3380508422852","51.0012588500977","51.7048797607422","52.4189605712891","53.1790809631348","54.0981597900391","55.0028381347656","55.865291595459","56.6887016296387","57.5217399597168","58.353328704834","61.8451805114746","62.6380615234375","62.8722114562988","63.6107711791992","64.3497467041016","65.40087890625","66.1084289550781","65.9029083251953","65.8551177978516","66.3741836547852","67.0290603637695","67.7145309448242","69.5905990600586","70.2917327880859","70.7217788696289","71.5982971191406","72.2266998291016","73.3127517700195","74.0722808837891","74.6064682006836","75.4410171508789","75.4089584350586","76.0385894775391","76.6458206176758","77.2614822387695","77.779296875","78.2790298461914",
"Low & middle income","LMY","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","57.8271789550781","58.0034599304199","58.3642616271973","59.1175994873047","59.9083099365234","60.6472015380859","61.3664894104004","62.0685997009277","62.7493782043457","63.5581512451172","64.2674179077148","64.9345092773438","65.7409973144531","67.6865615844727","68.3077697753906","68.9852981567383","69.5666809082031","70.2028732299805","70.8108978271484","71.3969192504883","71.9856872558594","72.5512237548828","75.1086273193359","76.6876831054688","77.1748962402344","77.4705276489258","77.84716796875","78.2852783203125","78.8849105834961","79.2981567382812","79.3101425170898","79.2507629394531","79.9479522705078","80.3821487426758","80.7831802368164","81.5262832641602","81.9424896240234","82.1876220703125","82.5678329467773","82.9529418945312","83.4353179931641","83.8311004638672","84.0636520385742","84.4342727661133","84.4747085571289","84.7153930664062","84.9348678588867","85.2197799682617","85.4538269042969","85.6694183349609",
